"","Cause","Jurisdiction","Number","Protection.zone","Response.category","Year","Juris_Long","Cause_Grouped","Time1","Time2","Region","Fire_Cause_Human"
"2681","Residents","YT",12,"Intensive","Full",1993,"Yukon","People","Early 90s","1990s","North Region","Human"
"2682","Residents","YT",8,"Intensive","Full",1994,"Yukon","People","Early 90s","1990s","North Region","Human"
"2683","Residents","YT",11,"Intensive","Full",1995,"Yukon","People","Early 90s","1990s","North Region","Human"
"2684","Residents","YT",11,"Intensive","Full",1996,"Yukon","People","Late 90s","1990s","North Region","Human"
"2685","Residents","YT",28,"Intensive","Full",1997,"Yukon","People","Late 90s","1990s","North Region","Human"
"2686","Residents","YT",23,"Intensive","Full",1998,"Yukon","People","Late 90s","1990s","North Region","Human"
"2687","Residents","YT",7,"Intensive","Full",1999,"Yukon","People","Late 90s","1990s","North Region","Human"
"2688","Residents","YT",6,"Intensive","Full",2000,"Yukon","People","Late 90s","2000s","North Region","Human"
"2689","Residents","YT",0,"Intensive","Full",2001,"Yukon","People","Early 10s","2000s","North Region","Human"
"2690","Residents","YT",12,"Intensive","Full",2002,"Yukon","People","Early 10s","2000s","North Region","Human"
"2691","Residents","YT",18,"Intensive","Full",2003,"Yukon","People","Early 10s","2000s","North Region","Human"
"2692","Residents","YT",5,"Intensive","Full",2004,"Yukon","People","Early 10s","2000s","North Region","Human"
"2693","Residents","YT",3,"Intensive","Full",2005,"Yukon","People","Early 10s","2000s","North Region","Human"
"2694","Residents","YT",5,"Intensive","Full",2006,"Yukon","People","Late 10s","2000s","North Region","Human"
"2695","Residents","YT",2,"Intensive","Full",2007,"Yukon","People","Late 10s","2000s","North Region","Human"
"2696","Residents","YT",9,"Intensive","Full",2008,"Yukon","People","Late 10s","2000s","North Region","Human"
"2697","Residents","YT",5,"Intensive","Full",2009,"Yukon","People","Late 10s","2000s","North Region","Human"
"2698","Residents","YT",8,"Intensive","Full",2010,"Yukon","People","Late 10s","2010s","North Region","Human"
"2699","Residents","YT",8,"Intensive","Full",2011,"Yukon","People","Early 20s","2010s","North Region","Human"
"2700","Residents","YT",4,"Intensive","Full",2012,"Yukon","People","Early 20s","2010s","North Region","Human"
"2701","Residents","YT",2,"Intensive","Full",2013,"Yukon","People","Early 20s","2010s","North Region","Human"
"2702","Residents","YT",2,"Intensive","Full",2014,"Yukon","People","Early 20s","2010s","North Region","Human"
"2703","Residents","YT",4,"Intensive","Full",2015,"Yukon","People","Early 20s","2010s","North Region","Human"
"2704","Residents","YT",4,"Intensive","Full",2016,"Yukon","People","Late 20s","2010s","North Region","Human"
"2705","Residents","YT",4,"Intensive","Full",2017,"Yukon","People","Late 20s","2010s","North Region","Human"
"2706","Residents","NT",12,"Intensive","Full",1990,"Northwest Territories","People","Early 90s","1990s","North Region","Human"
"2707","Residents","NT",26,"Intensive","Full",1991,"Northwest Territories","People","Early 90s","1990s","North Region","Human"
"2708","Residents","NT",10,"Intensive","Full",1993,"Northwest Territories","People","Early 90s","1990s","North Region","Human"
"2709","Residents","NT",50,"Intensive","Full",1995,"Northwest Territories","People","Early 90s","1990s","North Region","Human"
"2710","Residents","NT",6,"Intensive","Full",1996,"Northwest Territories","People","Late 90s","1990s","North Region","Human"
"2711","Residents","NT",5,"Intensive","Full",1997,"Northwest Territories","People","Late 90s","1990s","North Region","Human"
"2712","Residents","NT",7,"Intensive","Full",1998,"Northwest Territories","People","Late 90s","1990s","North Region","Human"
"2713","Residents","NT",6,"Intensive","Full",1999,"Northwest Territories","People","Late 90s","1990s","North Region","Human"
"2714","Residents","NT",5,"Intensive","Full",2000,"Northwest Territories","People","Late 90s","2000s","North Region","Human"
"2715","Residents","NT",8,"Intensive","Full",2001,"Northwest Territories","People","Early 10s","2000s","North Region","Human"
"2716","Residents","NT",9,"Intensive","Full",2002,"Northwest Territories","People","Early 10s","2000s","North Region","Human"
"2717","Residents","NT",10,"Intensive","Full",2003,"Northwest Territories","People","Early 10s","2000s","North Region","Human"
"2718","Residents","NT",9,"Intensive","Full",2004,"Northwest Territories","People","Early 10s","2000s","North Region","Human"
"2719","Residents","NT",5,"Intensive","Full",2005,"Northwest Territories","People","Early 10s","2000s","North Region","Human"
"2720","Residents","NT",5,"Intensive","Full",2006,"Northwest Territories","People","Late 10s","2000s","North Region","Human"
"2721","Residents","NT",14,"Intensive","Full",2007,"Northwest Territories","People","Late 10s","2000s","North Region","Human"
"2722","Residents","NT",5,"Intensive","Full",2008,"Northwest Territories","People","Late 10s","2000s","North Region","Human"
"2723","Residents","NT",6,"Intensive","Full",2009,"Northwest Territories","People","Late 10s","2000s","North Region","Human"
"2724","Residents","NT",6,"Intensive","Full",2010,"Northwest Territories","People","Late 10s","2010s","North Region","Human"
"2725","Residents","NT",7,"Intensive","Full",2011,"Northwest Territories","People","Early 20s","2010s","North Region","Human"
"2726","Residents","NT",5,"Intensive","Full",2012,"Northwest Territories","People","Early 20s","2010s","North Region","Human"
"2727","Residents","NT",4,"Intensive","Full",2013,"Northwest Territories","People","Early 20s","2010s","North Region","Human"
"2728","Residents","NT",4,"Intensive","Full",2014,"Northwest Territories","People","Early 20s","2010s","North Region","Human"
"2729","Residents","NT",0,"Intensive","Full",2016,"Northwest Territories","People","Late 20s","2010s","North Region","Human"
"2730","Residents","NT",4,"Intensive","Full",2017,"Northwest Territories","People","Late 20s","2010s","North Region","Human"
"2731","Residents","NT",2,"Intensive","Full",2018,"Northwest Territories","People","Late 20s","2010s","North Region","Human"
"2732","Unspecified","AB",15,"Intensive","Full",1990,"Alberta","People","Early 90s","1990s","Prairie Region","Unspecified"
"2733","Unspecified","AB",27,"Intensive","Full",1991,"Alberta","People","Early 90s","1990s","Prairie Region","Unspecified"
"2734","Unspecified","AB",32,"Intensive","Full",1992,"Alberta","People","Early 90s","1990s","Prairie Region","Unspecified"
"2735","Unspecified","AB",22,"Intensive","Full",1993,"Alberta","People","Early 90s","1990s","Prairie Region","Unspecified"
"2736","Unspecified","AB",17,"Intensive","Full",1994,"Alberta","People","Early 90s","1990s","Prairie Region","Unspecified"
"2737","Unspecified","AB",27,"Intensive","Full",1995,"Alberta","People","Early 90s","1990s","Prairie Region","Unspecified"
"2738","Unspecified","AB",16,"Intensive","Full",1996,"Alberta","People","Late 90s","1990s","Prairie Region","Unspecified"
"2739","Unspecified","AB",10,"Intensive","Full",1997,"Alberta","People","Late 90s","1990s","Prairie Region","Unspecified"
"2740","Unspecified","AB",58,"Intensive","Full",1998,"Alberta","People","Late 90s","1990s","Prairie Region","Unspecified"
"2741","Unspecified","AB",21,"Intensive","Full",1999,"Alberta","People","Late 90s","1990s","Prairie Region","Unspecified"
"2742","Unspecified","AB",17,"Intensive","Full",2000,"Alberta","People","Late 90s","2000s","Prairie Region","Unspecified"
"2743","Unspecified","AB",19,"Intensive","Full",2001,"Alberta","People","Early 10s","2000s","Prairie Region","Unspecified"
"2744","Unspecified","AB",11,"Intensive","Full",2002,"Alberta","People","Early 10s","2000s","Prairie Region","Unspecified"
"2745","Unspecified","AB",23,"Intensive","Full",2003,"Alberta","People","Early 10s","2000s","Prairie Region","Unspecified"
"2746","Unspecified","AB",10,"Intensive","Full",2004,"Alberta","People","Early 10s","2000s","Prairie Region","Unspecified"
"2747","Unspecified","AB",42,"Intensive","Full",2005,"Alberta","People","Early 10s","2000s","Prairie Region","Unspecified"
"2748","Unspecified","AB",49,"Intensive","Full",2006,"Alberta","People","Late 10s","2000s","Prairie Region","Unspecified"
"2749","Unspecified","AB",20,"Intensive","Full",2007,"Alberta","People","Late 10s","2000s","Prairie Region","Unspecified"
"2750","Unspecified","AB",40,"Intensive","Full",2008,"Alberta","People","Late 10s","2000s","Prairie Region","Unspecified"
"2751","Unspecified","AB",46,"Intensive","Full",2009,"Alberta","People","Late 10s","2000s","Prairie Region","Unspecified"
"2752","Unspecified","AB",35,"Intensive","Full",2010,"Alberta","People","Late 10s","2010s","Prairie Region","Unspecified"
"2753","Unspecified","AB",30,"Intensive","Full",2011,"Alberta","People","Early 20s","2010s","Prairie Region","Unspecified"
"2754","Unspecified","AB",41,"Intensive","Full",2012,"Alberta","People","Early 20s","2010s","Prairie Region","Unspecified"
"2755","Unspecified","AB",43,"Intensive","Full",2013,"Alberta","People","Early 20s","2010s","Prairie Region","Unspecified"
"2756","Unspecified","AB",43,"Intensive","Full",2014,"Alberta","People","Early 20s","2010s","Prairie Region","Unspecified"
"2757","Unspecified","AB",83,"Intensive","Full",2015,"Alberta","People","Early 20s","2010s","Prairie Region","Unspecified"
"2758","Unspecified","AB",66,"Intensive","Full",2016,"Alberta","People","Late 20s","2010s","Prairie Region","Unspecified"
"2759","Unspecified","AB",42,"Intensive","Full",2017,"Alberta","People","Late 20s","2010s","Prairie Region","Unspecified"
"2760","Unspecified","BC",37,"Intensive","Full",1990,"British Columbia","People","Early 90s","1990s","Pacific Region","Unspecified"
"2761","Unspecified","BC",40,"Intensive","Full",1991,"British Columbia","People","Early 90s","1990s","Pacific Region","Unspecified"
"2762","Unspecified","BC",53,"Intensive","Full",1992,"British Columbia","People","Early 90s","1990s","Pacific Region","Unspecified"
"2763","Unspecified","BC",0,"Intensive","Full",1993,"British Columbia","People","Early 90s","1990s","Pacific Region","Unspecified"
"2764","Unspecified","BC",0,"Intensive","Full",1994,"British Columbia","People","Early 90s","1990s","Pacific Region","Unspecified"
"2765","Unspecified","BC",0,"Intensive","Full",1995,"British Columbia","People","Early 90s","1990s","Pacific Region","Unspecified"
"2766","Unspecified","BC",0,"Intensive","Full",1996,"British Columbia","People","Late 90s","1990s","Pacific Region","Unspecified"
"2767","Unspecified","BC",54,"Intensive","Full",1997,"British Columbia","People","Late 90s","1990s","Pacific Region","Unspecified"
"2768","Unspecified","BC",187,"Intensive","Full",1998,"British Columbia","People","Late 90s","1990s","Pacific Region","Unspecified"
"2769","Unspecified","BC",159,"Intensive","Full",1999,"British Columbia","People","Late 90s","1990s","Pacific Region","Unspecified"
"2770","Unspecified","BC",53,"Intensive","Full",2000,"British Columbia","People","Late 90s","2000s","Pacific Region","Unspecified"
"2771","Unspecified","BC",59,"Intensive","Full",2001,"British Columbia","People","Early 10s","2000s","Pacific Region","Unspecified"
"2772","Unspecified","BC",58,"Intensive","Full",2002,"British Columbia","People","Early 10s","2000s","Pacific Region","Unspecified"
"2773","Unspecified","BC",49,"Intensive","Full",2003,"British Columbia","People","Early 10s","2000s","Pacific Region","Unspecified"
"2774","Unspecified","BC",37,"Intensive","Full",2004,"British Columbia","People","Early 10s","2000s","Pacific Region","Unspecified"
"2775","Unspecified","BC",36,"Intensive","Full",2005,"British Columbia","People","Early 10s","2000s","Pacific Region","Unspecified"
"2776","Unspecified","BC",65,"Intensive","Full",2006,"British Columbia","People","Late 10s","2000s","Pacific Region","Unspecified"
"2777","Unspecified","BC",52,"Intensive","Full",2007,"British Columbia","People","Late 10s","2000s","Pacific Region","Unspecified"
"2778","Unspecified","BC",45,"Intensive","Full",2008,"British Columbia","People","Late 10s","2000s","Pacific Region","Unspecified"
"2779","Unspecified","BC",58,"Intensive","Full",2009,"British Columbia","People","Late 10s","2000s","Pacific Region","Unspecified"
"2780","Unspecified","BC",39,"Intensive","Full",2010,"British Columbia","People","Late 10s","2010s","Pacific Region","Unspecified"
"2781","Unspecified","BC",36,"Intensive","Full",2011,"British Columbia","People","Early 20s","2010s","Pacific Region","Unspecified"
"2782","Unspecified","BC",78,"Intensive","Full",2012,"British Columbia","People","Early 20s","2010s","Pacific Region","Unspecified"
"2783","Unspecified","BC",0,"Intensive","Full",2013,"British Columbia","People","Early 20s","2010s","Pacific Region","Unspecified"
"2784","Unspecified","BC",0,"Intensive","Full",2014,"British Columbia","People","Early 20s","2010s","Pacific Region","Unspecified"
"2785","Unspecified","BC",71,"Intensive","Full",2015,"British Columbia","People","Early 20s","2010s","Pacific Region","Unspecified"
"2786","Unspecified","BC",47,"Intensive","Full",2016,"British Columbia","People","Late 20s","2010s","Pacific Region","Unspecified"
"2787","Unspecified","BC",58,"Intensive","Full",2017,"British Columbia","People","Late 20s","2010s","Pacific Region","Unspecified"
"2788","Unspecified","MB",0,"Intensive","Full",1990,"Manitoba","People","Early 90s","1990s","Prairie Region","Unspecified"
"2789","Unspecified","MB",0,"Intensive","Full",1991,"Manitoba","People","Early 90s","1990s","Prairie Region","Unspecified"
"2790","Unspecified","MB",0,"Intensive","Full",1993,"Manitoba","People","Early 90s","1990s","Prairie Region","Unspecified"
"2791","Unspecified","MB",0,"Intensive","Full",1995,"Manitoba","People","Early 90s","1990s","Prairie Region","Unspecified"
"2792","Unspecified","MB",0,"Intensive","Full",1996,"Manitoba","People","Late 90s","1990s","Prairie Region","Unspecified"
"2793","Unspecified","MB",0,"Intensive","Full",1997,"Manitoba","People","Late 90s","1990s","Prairie Region","Unspecified"
"2794","Unspecified","MB",0,"Intensive","Full",1998,"Manitoba","People","Late 90s","1990s","Prairie Region","Unspecified"
"2795","Unspecified","MB",0,"Intensive","Full",1999,"Manitoba","People","Late 90s","1990s","Prairie Region","Unspecified"
"2796","Unspecified","MB",0,"Intensive","Full",2000,"Manitoba","People","Late 90s","2000s","Prairie Region","Unspecified"
"2797","Unspecified","MB",0,"Intensive","Full",2001,"Manitoba","People","Early 10s","2000s","Prairie Region","Unspecified"
"2798","Unspecified","MB",0,"Intensive","Full",2002,"Manitoba","People","Early 10s","2000s","Prairie Region","Unspecified"
"2799","Unspecified","MB",0,"Intensive","Full",2003,"Manitoba","People","Early 10s","2000s","Prairie Region","Unspecified"
"2800","Unspecified","MB",0,"Intensive","Full",2004,"Manitoba","People","Early 10s","2000s","Prairie Region","Unspecified"
"2801","Unspecified","MB",0,"Intensive","Full",2005,"Manitoba","People","Early 10s","2000s","Prairie Region","Unspecified"
"2802","Unspecified","MB",0,"Intensive","Full",2006,"Manitoba","People","Late 10s","2000s","Prairie Region","Unspecified"
"2803","Unspecified","MB",0,"Intensive","Full",2007,"Manitoba","People","Late 10s","2000s","Prairie Region","Unspecified"
"2804","Unspecified","MB",0,"Intensive","Full",2008,"Manitoba","People","Late 10s","2000s","Prairie Region","Unspecified"
"2805","Unspecified","MB",0,"Intensive","Full",2009,"Manitoba","People","Late 10s","2000s","Prairie Region","Unspecified"
"2806","Unspecified","MB",0,"Intensive","Full",2010,"Manitoba","People","Late 10s","2010s","Prairie Region","Unspecified"
"2807","Unspecified","MB",0,"Intensive","Full",2011,"Manitoba","People","Early 20s","2010s","Prairie Region","Unspecified"
"2808","Unspecified","MB",0,"Intensive","Full",2012,"Manitoba","People","Early 20s","2010s","Prairie Region","Unspecified"
"2809","Unspecified","MB",0,"Intensive","Full",2013,"Manitoba","People","Early 20s","2010s","Prairie Region","Unspecified"
"2810","Unspecified","MB",0,"Intensive","Full",2014,"Manitoba","People","Early 20s","2010s","Prairie Region","Unspecified"
"2811","Unspecified","MB",0,"Intensive","Full",2015,"Manitoba","People","Early 20s","2010s","Prairie Region","Unspecified"
"2812","Unspecified","MB",0,"Intensive","Full",2016,"Manitoba","People","Late 20s","2010s","Prairie Region","Unspecified"
"2813","Unspecified","MB",0,"Intensive","Full",2017,"Manitoba","People","Late 20s","2010s","Prairie Region","Unspecified"
"2814","Unspecified","NP",128,"Intensive","Full",1990,"National parks","People","Early 90s","1990s","National Parks","Unspecified"
"2815","Unspecified","NP",0,"Intensive","Full",1991,"National parks","People","Early 90s","1990s","National Parks","Unspecified"
"2816","Unspecified","NP",0,"Intensive","Full",1992,"National parks","People","Early 90s","1990s","National Parks","Unspecified"
"2817","Unspecified","NP",1,"Intensive","Full",1993,"National parks","People","Early 90s","1990s","National Parks","Unspecified"
"2818","Unspecified","NP",5,"Intensive","Full",1994,"National parks","People","Early 90s","1990s","National Parks","Unspecified"
"2819","Unspecified","NP",1,"Intensive","Full",1995,"National parks","People","Early 90s","1990s","National Parks","Unspecified"
"2820","Unspecified","NP",3,"Intensive","Full",1997,"National parks","People","Late 90s","1990s","National Parks","Unspecified"
"2821","Unspecified","NP",5,"Intensive","Full",2001,"National parks","People","Early 10s","2000s","National Parks","Unspecified"
"2822","Unspecified","NP",8,"Intensive","Full",2002,"National parks","People","Early 10s","2000s","National Parks","Unspecified"
"2823","Unspecified","NP",0,"Intensive","Full",2003,"National parks","People","Early 10s","2000s","National Parks","Unspecified"
"2824","Unspecified","NP",3,"Intensive","Full",2004,"National parks","People","Early 10s","2000s","National Parks","Unspecified"
"2825","Unspecified","NP",2,"Intensive","Full",2005,"National parks","People","Early 10s","2000s","National Parks","Unspecified"
"2826","Unspecified","NP",8,"Intensive","Full",2006,"National parks","People","Late 10s","2000s","National Parks","Unspecified"
"2827","Unspecified","NP",5,"Intensive","Full",2007,"National parks","People","Late 10s","2000s","National Parks","Unspecified"
"2828","Unspecified","NP",4,"Intensive","Full",2008,"National parks","People","Late 10s","2000s","National Parks","Unspecified"
"2829","Unspecified","NP",8,"Intensive","Full",2009,"National parks","People","Late 10s","2000s","National Parks","Unspecified"
"2830","Unspecified","NP",2,"Intensive","Full",2010,"National parks","People","Late 10s","2010s","National Parks","Unspecified"
"2831","Unspecified","NP",1,"Intensive","Full",2011,"National parks","People","Early 20s","2010s","National Parks","Unspecified"
"2832","Unspecified","NP",0,"Intensive","Full",2012,"National parks","People","Early 20s","2010s","National Parks","Unspecified"
"2833","Unspecified","NP",2,"Intensive","Full",2013,"National parks","People","Early 20s","2010s","National Parks","Unspecified"
"2834","Unspecified","NP",4,"Intensive","Full",2014,"National parks","People","Early 20s","2010s","National Parks","Unspecified"
"2835","Unspecified","NP",4,"Intensive","Full",2015,"National parks","People","Early 20s","2010s","National Parks","Unspecified"
"2836","Unspecified","NP",3,"Intensive","Full",2016,"National parks","People","Late 20s","2010s","National Parks","Unspecified"
"2837","Unspecified","NP",7,"Intensive","Full",2017,"National parks","People","Late 20s","2010s","National Parks","Unspecified"
"2838","Unspecified","NB",30,"Intensive","Full",1990,"New Brunswick","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2839","Unspecified","NB",72,"Intensive","Full",1991,"New Brunswick","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2840","Unspecified","NB",54,"Intensive","Full",1992,"New Brunswick","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2841","Unspecified","NB",50,"Intensive","Full",1993,"New Brunswick","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2842","Unspecified","NB",70,"Intensive","Full",1994,"New Brunswick","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2843","Unspecified","NB",71,"Intensive","Full",1995,"New Brunswick","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2844","Unspecified","NB",44,"Intensive","Full",1996,"New Brunswick","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2845","Unspecified","NB",45,"Intensive","Full",1997,"New Brunswick","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2846","Unspecified","NB",46,"Intensive","Full",1998,"New Brunswick","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2847","Unspecified","NB",68,"Intensive","Full",1999,"New Brunswick","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2848","Unspecified","NB",57,"Intensive","Full",2000,"New Brunswick","People","Late 90s","2000s","Atlantic Region","Unspecified"
"2849","Unspecified","NB",96,"Intensive","Full",2001,"New Brunswick","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2850","Unspecified","NB",51,"Intensive","Full",2002,"New Brunswick","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2851","Unspecified","NB",26,"Intensive","Full",2003,"New Brunswick","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2852","Unspecified","NB",36,"Intensive","Full",2004,"New Brunswick","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2853","Unspecified","NB",26,"Intensive","Full",2005,"New Brunswick","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2854","Unspecified","NB",32,"Intensive","Full",2006,"New Brunswick","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2855","Unspecified","NB",32,"Intensive","Full",2007,"New Brunswick","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2856","Unspecified","NB",15,"Intensive","Full",2008,"New Brunswick","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2857","Unspecified","NB",13,"Intensive","Full",2009,"New Brunswick","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2858","Unspecified","NB",27,"Intensive","Full",2010,"New Brunswick","People","Late 10s","2010s","Atlantic Region","Unspecified"
"2859","Unspecified","NB",10,"Intensive","Full",2011,"New Brunswick","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2860","Unspecified","NB",131,"Intensive","Full",2012,"New Brunswick","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2861","Unspecified","NB",36,"Intensive","Full",2013,"New Brunswick","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2862","Unspecified","NB",20,"Intensive","Full",2014,"New Brunswick","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2863","Unspecified","NB",24,"Intensive","Full",2015,"New Brunswick","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2864","Unspecified","NB",0,"Intensive","Full",2017,"New Brunswick","People","Late 20s","2010s","Atlantic Region","Unspecified"
"2865","Unspecified","NL",0,"Intensive","Full",1990,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2866","Unspecified","NL",0,"Intensive","Full",1991,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2867","Unspecified","NL",0,"Intensive","Full",1992,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2868","Unspecified","NL",0,"Intensive","Full",1993,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2869","Unspecified","NL",0,"Intensive","Full",1994,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2870","Unspecified","NL",0,"Intensive","Full",1995,"Newfoundland and Labrador","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2871","Unspecified","NL",0,"Intensive","Full",1996,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2872","Unspecified","NL",0,"Intensive","Full",1997,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2873","Unspecified","NL",0,"Intensive","Full",1998,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2874","Unspecified","NL",0,"Intensive","Full",1999,"Newfoundland and Labrador","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2875","Unspecified","NL",0,"Intensive","Full",2000,"Newfoundland and Labrador","People","Late 90s","2000s","Atlantic Region","Unspecified"
"2876","Unspecified","NL",0,"Intensive","Full",2001,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2877","Unspecified","NL",0,"Intensive","Full",2002,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2878","Unspecified","NL",0,"Intensive","Full",2003,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2879","Unspecified","NL",0,"Intensive","Full",2004,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2880","Unspecified","NL",0,"Intensive","Full",2005,"Newfoundland and Labrador","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2881","Unspecified","NL",0,"Intensive","Full",2006,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2882","Unspecified","NL",0,"Intensive","Full",2007,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2883","Unspecified","NL",0,"Intensive","Full",2008,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2884","Unspecified","NL",0,"Intensive","Full",2009,"Newfoundland and Labrador","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2885","Unspecified","NL",0,"Intensive","Full",2010,"Newfoundland and Labrador","People","Late 10s","2010s","Atlantic Region","Unspecified"
"2886","Unspecified","NL",0,"Intensive","Full",2011,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2887","Unspecified","NL",0,"Intensive","Full",2012,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2888","Unspecified","NL",0,"Intensive","Full",2013,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2889","Unspecified","NL",0,"Intensive","Full",2014,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2890","Unspecified","NL",0,"Intensive","Full",2015,"Newfoundland and Labrador","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2891","Unspecified","NL",0,"Intensive","Full",2016,"Newfoundland and Labrador","People","Late 20s","2010s","Atlantic Region","Unspecified"
"2892","Unspecified","NL",0,"Intensive","Full",2017,"Newfoundland and Labrador","People","Late 20s","2010s","Atlantic Region","Unspecified"
"2893","Unspecified","NS",48,"Intensive","Full",1990,"Nova Scotia","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2894","Unspecified","NS",50,"Intensive","Full",1991,"Nova Scotia","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2895","Unspecified","NS",29,"Intensive","Full",1992,"Nova Scotia","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2896","Unspecified","NS",11,"Intensive","Full",1993,"Nova Scotia","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2897","Unspecified","NS",16,"Intensive","Full",1994,"Nova Scotia","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2898","Unspecified","NS",50,"Intensive","Full",1995,"Nova Scotia","People","Early 90s","1990s","Atlantic Region","Unspecified"
"2899","Unspecified","NS",29,"Intensive","Full",1996,"Nova Scotia","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2900","Unspecified","NS",39,"Intensive","Full",1997,"Nova Scotia","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2901","Unspecified","NS",46,"Intensive","Full",1998,"Nova Scotia","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2902","Unspecified","NS",39,"Intensive","Full",1999,"Nova Scotia","People","Late 90s","1990s","Atlantic Region","Unspecified"
"2903","Unspecified","NS",40,"Intensive","Full",2000,"Nova Scotia","People","Late 90s","2000s","Atlantic Region","Unspecified"
"2904","Unspecified","NS",48,"Intensive","Full",2001,"Nova Scotia","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2905","Unspecified","NS",30,"Intensive","Full",2002,"Nova Scotia","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2906","Unspecified","NS",14,"Intensive","Full",2003,"Nova Scotia","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2907","Unspecified","NS",4,"Intensive","Full",2004,"Nova Scotia","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2908","Unspecified","NS",21,"Intensive","Full",2005,"Nova Scotia","People","Early 10s","2000s","Atlantic Region","Unspecified"
"2909","Unspecified","NS",14,"Intensive","Full",2006,"Nova Scotia","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2910","Unspecified","NS",46,"Intensive","Full",2007,"Nova Scotia","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2911","Unspecified","NS",26,"Intensive","Full",2008,"Nova Scotia","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2912","Unspecified","NS",41,"Intensive","Full",2009,"Nova Scotia","People","Late 10s","2000s","Atlantic Region","Unspecified"
"2913","Unspecified","NS",31,"Intensive","Full",2010,"Nova Scotia","People","Late 10s","2010s","Atlantic Region","Unspecified"
"2914","Unspecified","NS",5,"Intensive","Full",2011,"Nova Scotia","People","Early 20s","2010s","Atlantic Region","Unspecified"
"2915","Unspecified","NS",46,"Intensive","Full",2012,"Nova Scotia","People","Early 20s","2010s","Atlantic Region","Unspecified"
