"","Cause","Jurisdiction","Number","Protection.zone","Response.category","Year","Juris_Long","Cause_Grouped","Time1","Time2","Region","Fire_Cause_Human"
"246","Forest industry","QC",52,"Intensive","Full",1998,"Quebec","People","Late 90s","1990s","Central Region","Human"
"247","Forest industry","QC",81,"Intensive","Full",1999,"Quebec","People","Late 90s","1990s","Central Region","Human"
"248","Forest industry","QC",48,"Intensive","Full",2000,"Quebec","People","Late 90s","2000s","Central Region","Human"
"249","Forest industry","QC",60,"Intensive","Full",2001,"Quebec","People","Early 10s","2000s","Central Region","Human"
"250","Forest industry","QC",34,"Intensive","Full",2002,"Quebec","People","Early 10s","2000s","Central Region","Human"
"251","Forest industry","QC",47,"Intensive","Full",2003,"Quebec","People","Early 10s","2000s","Central Region","Human"
"252","Forest industry","QC",30,"Intensive","Full",2004,"Quebec","People","Early 10s","2000s","Central Region","Human"
"253","Forest industry","QC",55,"Intensive","Full",2005,"Quebec","People","Early 10s","2000s","Central Region","Human"
"254","Forest industry","QC",40,"Intensive","Full",2006,"Quebec","People","Late 10s","2000s","Central Region","Human"
"255","Forest industry","QC",45,"Intensive","Full",2007,"Quebec","People","Late 10s","2000s","Central Region","Human"
"256","Forest industry","QC",13,"Intensive","Full",2008,"Quebec","People","Late 10s","2000s","Central Region","Human"
"257","Forest industry","QC",25,"Intensive","Full",2009,"Quebec","People","Late 10s","2000s","Central Region","Human"
"258","Forest industry","QC",50,"Intensive","Full",2010,"Quebec","People","Late 10s","2010s","Central Region","Human"
"259","Forest industry","QC",16,"Intensive","Full",2011,"Quebec","People","Early 20s","2010s","Central Region","Human"
"260","Forest industry","QC",28,"Intensive","Full",2012,"Quebec","People","Early 20s","2010s","Central Region","Human"
"261","Forest industry","QC",22,"Intensive","Full",2013,"Quebec","People","Early 20s","2010s","Central Region","Human"
"262","Forest industry","QC",20,"Intensive","Full",2014,"Quebec","People","Early 20s","2010s","Central Region","Human"
"263","Forest industry","QC",19,"Intensive","Full",2015,"Quebec","People","Early 20s","2010s","Central Region","Human"
"264","Forest industry","QC",24,"Intensive","Full",2016,"Quebec","People","Late 20s","2010s","Central Region","Human"
"265","Forest industry","QC",28,"Intensive","Full",2017,"Quebec","People","Late 20s","2010s","Central Region","Human"
"266","Forest industry","SK",5,"Intensive","Full",1990,"Saskatchewan","People","Early 90s","1990s","Prairie Region","Human"
"267","Forest industry","SK",8,"Intensive","Full",1996,"Saskatchewan","People","Late 90s","1990s","Prairie Region","Human"
"268","Forest industry","SK",8,"Intensive","Full",1997,"Saskatchewan","People","Late 90s","1990s","Prairie Region","Human"
"269","Forest industry","SK",13,"Intensive","Full",1998,"Saskatchewan","People","Late 90s","1990s","Prairie Region","Human"
"270","Forest industry","SK",11,"Intensive","Full",1999,"Saskatchewan","People","Late 90s","1990s","Prairie Region","Human"
"271","Forest industry","SK",4,"Intensive","Full",2000,"Saskatchewan","People","Late 90s","2000s","Prairie Region","Human"
"272","Forest industry","SK",53,"Intensive","Full",2001,"Saskatchewan","People","Early 10s","2000s","Prairie Region","Human"
"273","Forest industry","SK",26,"Intensive","Full",2002,"Saskatchewan","People","Early 10s","2000s","Prairie Region","Human"
"274","Forest industry","SK",0,"Intensive","Full",2003,"Saskatchewan","People","Early 10s","2000s","Prairie Region","Human"
"275","Forest industry","SK",0,"Intensive","Full",2004,"Saskatchewan","People","Early 10s","2000s","Prairie Region","Human"
"276","Forest industry","SK",6,"Intensive","Full",2005,"Saskatchewan","People","Early 10s","2000s","Prairie Region","Human"
"277","Forest industry","SK",7,"Intensive","Full",2006,"Saskatchewan","People","Late 10s","2000s","Prairie Region","Human"
"278","Forest industry","SK",0,"Intensive","Full",2007,"Saskatchewan","People","Late 10s","2000s","Prairie Region","Human"
"279","Forest industry","SK",24,"Intensive","Full",2008,"Saskatchewan","People","Late 10s","2000s","Prairie Region","Human"
"280","Forest industry","SK",8,"Intensive","Full",2009,"Saskatchewan","People","Late 10s","2000s","Prairie Region","Human"
"281","Forest industry","SK",0,"Intensive","Full",2010,"Saskatchewan","People","Late 10s","2010s","Prairie Region","Human"
"282","Forest industry","SK",0,"Intensive","Full",2011,"Saskatchewan","People","Early 20s","2010s","Prairie Region","Human"
"283","Forest industry","SK",0,"Intensive","Full",2012,"Saskatchewan","People","Early 20s","2010s","Prairie Region","Human"
"284","Forest industry","SK",0,"Intensive","Full",2013,"Saskatchewan","People","Early 20s","2010s","Prairie Region","Human"
"285","Forest industry","SK",0,"Intensive","Full",2014,"Saskatchewan","People","Early 20s","2010s","Prairie Region","Human"
"286","Forest industry","YT",1,"Intensive","Full",1990,"Yukon","People","Early 90s","1990s","North Region","Human"
"287","Forest industry","YT",0,"Intensive","Full",1991,"Yukon","People","Early 90s","1990s","North Region","Human"
"288","Forest industry","YT",2,"Intensive","Full",1992,"Yukon","People","Early 90s","1990s","North Region","Human"
"289","Forest industry","YT",4,"Intensive","Full",1993,"Yukon","People","Early 90s","1990s","North Region","Human"
"290","Forest industry","YT",3,"Intensive","Full",1994,"Yukon","People","Early 90s","1990s","North Region","Human"
"291","Forest industry","YT",14,"Intensive","Full",1995,"Yukon","People","Early 90s","1990s","North Region","Human"
"292","Forest industry","YT",11,"Intensive","Full",1996,"Yukon","People","Late 90s","1990s","North Region","Human"
"293","Forest industry","YT",6,"Intensive","Full",1997,"Yukon","People","Late 90s","1990s","North Region","Human"
"294","Forest industry","YT",7,"Intensive","Full",1998,"Yukon","People","Late 90s","1990s","North Region","Human"
"295","Forest industry","YT",5,"Intensive","Full",1999,"Yukon","People","Late 90s","1990s","North Region","Human"
"296","Forest industry","YT",2,"Intensive","Full",2000,"Yukon","People","Late 90s","2000s","North Region","Human"
"297","Forest industry","YT",4,"Intensive","Full",2001,"Yukon","People","Early 10s","2000s","North Region","Human"
"298","Forest industry","YT",5,"Intensive","Full",2002,"Yukon","People","Early 10s","2000s","North Region","Human"
"299","Forest industry","YT",1,"Intensive","Full",2003,"Yukon","People","Early 10s","2000s","North Region","Human"
"300","Forest industry","YT",0,"Intensive","Full",2004,"Yukon","People","Early 10s","2000s","North Region","Human"
"301","Forest industry","YT",0,"Intensive","Full",2005,"Yukon","People","Early 10s","2000s","North Region","Human"
"302","Forest industry","YT",0,"Intensive","Full",2006,"Yukon","People","Late 10s","2000s","North Region","Human"
"303","Forest industry","YT",0,"Intensive","Full",2007,"Yukon","People","Late 10s","2000s","North Region","Human"
"304","Forest industry","YT",0,"Intensive","Full",2008,"Yukon","People","Late 10s","2000s","North Region","Human"
"305","Forest industry","YT",0,"Intensive","Full",2009,"Yukon","People","Late 10s","2000s","North Region","Human"
"306","Forest industry","YT",0,"Intensive","Full",2010,"Yukon","People","Late 10s","2010s","North Region","Human"
"307","Forest industry","YT",0,"Intensive","Full",2011,"Yukon","People","Early 20s","2010s","North Region","Human"
"308","Forest industry","YT",0,"Intensive","Full",2012,"Yukon","People","Early 20s","2010s","North Region","Human"
"309","Forest industry","YT",0,"Intensive","Full",2013,"Yukon","People","Early 20s","2010s","North Region","Human"
"310","Forest industry","YT",0,"Intensive","Full",2014,"Yukon","People","Early 20s","2010s","North Region","Human"
"311","Forest industry","YT",0,"Intensive","Full",2015,"Yukon","People","Early 20s","2010s","North Region","Human"
"312","Forest industry","YT",0,"Intensive","Full",2016,"Yukon","People","Late 20s","2010s","North Region","Human"
"313","Forest industry","YT",0,"Intensive","Full",2017,"Yukon","People","Late 20s","2010s","North Region","Human"
"314","Forest industry","NT",0,"Intensive","Full",1990,"Northwest Territories","People","Early 90s","1990s","North Region","Human"
"315","Forest industry","NT",0,"Intensive","Full",1991,"Northwest Territories","People","Early 90s","1990s","North Region","Human"
"316","Forest industry","NT",0,"Intensive","Full",1992,"Northwest Territories","People","Early 90s","1990s","North Region","Human"
"317","Forest industry","NT",0,"Intensive","Full",1993,"Northwest Territories","People","Early 90s","1990s","North Region","Human"
"318","Forest industry","NT",0,"Intensive","Full",1994,"Northwest Territories","People","Early 90s","1990s","North Region","Human"
"319","Forest industry","NT",0,"Intensive","Full",1995,"Northwest Territories","People","Early 90s","1990s","North Region","Human"
"320","Forest industry","NT",0,"Intensive","Full",1996,"Northwest Territories","People","Late 90s","1990s","North Region","Human"
"321","Forest industry","NT",0,"Intensive","Full",1997,"Northwest Territories","People","Late 90s","1990s","North Region","Human"
"322","Forest industry","NT",0,"Intensive","Full",1998,"Northwest Territories","People","Late 90s","1990s","North Region","Human"
"323","Forest industry","NT",0,"Intensive","Full",1999,"Northwest Territories","People","Late 90s","1990s","North Region","Human"
"324","Forest industry","NT",0,"Intensive","Full",2000,"Northwest Territories","People","Late 90s","2000s","North Region","Human"
"325","Forest industry","NT",0,"Intensive","Full",2001,"Northwest Territories","People","Early 10s","2000s","North Region","Human"
"326","Forest industry","NT",0,"Intensive","Full",2002,"Northwest Territories","People","Early 10s","2000s","North Region","Human"
"327","Forest industry","NT",0,"Intensive","Full",2003,"Northwest Territories","People","Early 10s","2000s","North Region","Human"
"328","Forest industry","NT",0,"Intensive","Full",2004,"Northwest Territories","People","Early 10s","2000s","North Region","Human"
"329","Forest industry","NT",0,"Intensive","Full",2005,"Northwest Territories","People","Early 10s","2000s","North Region","Human"
"330","Forest industry","NT",0,"Intensive","Full",2006,"Northwest Territories","People","Late 10s","2000s","North Region","Human"
"331","Forest industry","NT",0,"Intensive","Full",2007,"Northwest Territories","People","Late 10s","2000s","North Region","Human"
"332","Forest industry","NT",0,"Intensive","Full",2008,"Northwest Territories","People","Late 10s","2000s","North Region","Human"
"333","Forest industry","NT",0,"Intensive","Full",2009,"Northwest Territories","People","Late 10s","2000s","North Region","Human"
"334","Forest industry","NT",0,"Intensive","Full",2010,"Northwest Territories","People","Late 10s","2010s","North Region","Human"
"335","Forest industry","NT",0,"Intensive","Full",2011,"Northwest Territories","People","Early 20s","2010s","North Region","Human"
"336","Forest industry","NT",0,"Intensive","Full",2012,"Northwest Territories","People","Early 20s","2010s","North Region","Human"
"337","Forest industry","NT",0,"Intensive","Full",2013,"Northwest Territories","People","Early 20s","2010s","North Region","Human"
"338","Forest industry","NT",0,"Intensive","Full",2014,"Northwest Territories","People","Early 20s","2010s","North Region","Human"
"339","Forest industry","NT",0,"Intensive","Full",2016,"Northwest Territories","People","Late 20s","2010s","North Region","Human"
"340","Forest industry","NT",0,"Intensive","Full",2017,"Northwest Territories","People","Late 20s","2010s","North Region","Human"
"341","Forest industry","NT",0,"Intensive","Full",2018,"Northwest Territories","People","Late 20s","2010s","North Region","Human"
"342","Incendiary","AB",32,"Intensive","Full",1990,"Alberta","People","Early 90s","1990s","Prairie Region","Human"
"343","Incendiary","AB",73,"Intensive","Full",1991,"Alberta","People","Early 90s","1990s","Prairie Region","Human"
"344","Incendiary","AB",56,"Intensive","Full",1992,"Alberta","People","Early 90s","1990s","Prairie Region","Human"
"345","Incendiary","AB",38,"Intensive","Full",1993,"Alberta","People","Early 90s","1990s","Prairie Region","Human"
"346","Incendiary","AB",40,"Intensive","Full",1994,"Alberta","People","Early 90s","1990s","Prairie Region","Human"
"347","Incendiary","AB",56,"Intensive","Full",1995,"Alberta","People","Early 90s","1990s","Prairie Region","Human"
"348","Incendiary","AB",10,"Intensive","Full",1996,"Alberta","People","Late 90s","1990s","Prairie Region","Human"
"349","Incendiary","AB",16,"Intensive","Full",1997,"Alberta","People","Late 90s","1990s","Prairie Region","Human"
"350","Incendiary","AB",42,"Intensive","Full",1998,"Alberta","People","Late 90s","1990s","Prairie Region","Human"
"351","Incendiary","AB",21,"Intensive","Full",1999,"Alberta","People","Late 90s","1990s","Prairie Region","Human"
"352","Incendiary","AB",24,"Intensive","Full",2000,"Alberta","People","Late 90s","2000s","Prairie Region","Human"
"353","Incendiary","AB",37,"Intensive","Full",2001,"Alberta","People","Early 10s","2000s","Prairie Region","Human"
"354","Incendiary","AB",45,"Intensive","Full",2002,"Alberta","People","Early 10s","2000s","Prairie Region","Human"
"355","Incendiary","AB",29,"Intensive","Full",2003,"Alberta","People","Early 10s","2000s","Prairie Region","Human"
"356","Incendiary","AB",31,"Intensive","Full",2004,"Alberta","People","Early 10s","2000s","Prairie Region","Human"
"357","Incendiary","AB",46,"Intensive","Full",2005,"Alberta","People","Early 10s","2000s","Prairie Region","Human"
"358","Incendiary","AB",69,"Intensive","Full",2006,"Alberta","People","Late 10s","2000s","Prairie Region","Human"
"359","Incendiary","AB",28,"Intensive","Full",2007,"Alberta","People","Late 10s","2000s","Prairie Region","Human"
"360","Incendiary","AB",39,"Intensive","Full",2008,"Alberta","People","Late 10s","2000s","Prairie Region","Human"
